Application ID,Application Date,Loan Type,Loan Amount Requested (USD),Loan Purpose,Repayment Tenure (Months),Applicant SSN,Applicant Full Name,Applicant Date of Birth,Applicant Gender,Applicant Marital Status,Applicant Level of Education,Applicant Street Address,Applicant City,Applicant State,Applicant Zip Code,Applicant Phone Number,Applicant Email Address,Employment Type,Employer Name,Duration of Employment (Years),Monthly Income (USD),Bank Account Number,Next of Kin Full Name,Next of Kin Relationship,Next of Kin Phone Number
USLW-APP-20240509-101,2024-05-09,Personal,3233.0,Medical Expenses,14.0,519-22-5409,Monica Sullivan,2001-01-16,Male,Single,Associate's Degree,3273 Jeremy Locks Apt. 510,North Sara,Montana,57045,7323740948,shelby44@yahoo.com,Salaried,Nguyen Group Corp.,28.1,10186.0,117083981,Michael Patterson,Parent,+1-699-724-3039x889
USLW-APP-20240416-738,,Small Business,133815.0,,38.0,321-91-9046,Angela Reeves,1963-04-01,Male,Separated,Bachelor's Degree,723 Warren Manor,New Joelmouth,California,28713,0015845509970x6312,mcdanieljessica@gmail.com,Salaried,"Luna, Robinson and Sherman Corp.",15.7,18679.0,123042916,Roberto Johnston,Sibling,153.632.2902x373
USLW-APP-20240630-990,2024-06-30,Small Business,48051.0,Equipment Purchase,58.0,460-66-5134,Julie Green,1981-08-07,Female,Widowed,Associate's Degree,322 Coffey Court,East Michaelland,Louisiana,,+1-057-906-8681x922,wilsonjenny@gmail.com,Salaried,"May, Graham and Rivera Corp.",11.7,5911.0,053284750,Jerry Garrett,Sibling,
USLW-APP-20250329-704,2025-03-29,Mortgage,332210.0,Refinance,338.0,438-42-0089,Joseph Murphy,1964-01-16,Male,Divorced,Associate's Degree,210 Tracey Circles,Jamesbury,Iowa,99622,+1-849-287-0213,frankwilliams@yahoo.com,Salaried,Moore Ltd Corp.,2.5,8144.0,014740709,Russell Espinoza,Spouse,9369876230
USLW-APP-20240530-897,2024-05-30,Small Business,209111.0,Equipment Purchase,25.0,445-82-2202,,1984-03-28,Other,Divorced,Master's Degree,212 Beard Rue,Ryanshire,Wisconsin,54925,,douglaswaters@gmail.com,Salaried,Pearson LLC Corp.,16.0,23997.0,047573969,James Johnson,Parent,001-810-287-9848
USLW-APP-20241112-107,2024-11-12,Personal,33305.0,Medical Expenses,34.0,691-99-7566,Michael Cruz,1977-01-22,Male,Widowed,High School Diploma,88691 Hernandez Orchard Suite 023,Christopherfurt,Alaska,02695,+1-506-598-9980,julie93@jacobs-lynn.net,Salaried,"Castro, Clark and Lozano Corp.",14.4,29747.0,070044025,Bruce Jackson,Friend,033-202-6987x56185
USLW-APP-20240701-555,2024-07-01,Small Business,68143.0,Equipment Purchase,,077-17-6508,Sarah Green,2002-07-23,Female,Widowed,Some College,778 Garza Glens Apt. 826,North Stacy,New Mexico,83191,643.116.1779,ccrawford@yahoo.com,Salaried,"Valdez, Taylor and Chavez Corp.",14.1,27174.0,125557881,Matthew Reed,Sibling,001-462-604-1724x295
USLW-APP-20240929-697,2024-09-29,Small Business,168406.0,Startup Costs,52.0,592-18-0173,Wanda Munoz,1952-03-17,Other,Separated,High School Diploma,505 Gross Cliff Apt. 259,,South Dakota,60773,137-727-1355x8044,stacey28@hotmail.com,Retired,,0.0,0.0,102446892,James Bush,Parent,821.913.0336x52773
USLW-APP-20250111-176,2025-01-11,Personal,9917.0,Home Improvement,47.0,549-50-9401,Susan Roberts,1991-11-18,Female,Married,Some College,4599 Chase Curve,North Matthew,West Virginia,,307-966-6789x61212,daniel04@gmail.com,Retired,,0.0,0.0,115481501,Kathleen Moore,Parent,1880765756
USLW-APP-20240805-163,2024-08-05,Mortgage,398540.0,Home Purchase,234.0,591-33-7678,Stephanie Pham,,Other,Widowed,Bachelor's Degree,124 Romero Trail,Smithbury,West Virginia,50982,691.947.8695,nmartinez@murray-lane.biz,Salaried,"Holt, Rogers and Lewis Corp.",8.1,5382.0,114337863,Michael Lewis,Parent,(241)795-6746x63220
USLW-APP-20241109-628,2024-11-09,Small Business,334261.0,Equipment Purchase,69.0,747-47-8336,Joseph Reyes,1980-07-31,Female,Divorced,Bachelor's Degree,54953 Hudson Dam Apt. 202,Elizabethside,Alaska,68341,(810)272-3215,williamsonlindsey@yahoo.com,Salaried,"Mitchell, Holden and Gomez Corp.",9.5,10425.0,038074891,,,081.495.5751x551
USLW-APP-20240410-581,2024-04-10,,5661.0,Debt Consolidation,55.0,291-36-9511,Nicole Gray,1988-05-10,Male,Married,Bachelor's Degree,7778 Maria Vista,Michaelhaven,Oklahoma,66305,746-997-8615x7412,debramahoney@brown.net,Self-Employed,,15.4,6963.0,014561661,Danielle Marshall,Sibling,+1-910-764-6325
USLW-APP-20241008-879,2024-10-08,Personal,6050.0,Vacation,22.0,624-03-3990,James Myers,1963-02-21,Female,Single,Some College,207 Smith Springs,Lake Samanthashire,Louisiana,27438,3839398320,ruben55@brown.com,,Johnson-Evans Corp.,1.1,14427.0,099167776,Monica Orr,Spouse,
USLW-APP-20240718-447,2024-07-18,Personal,43501.0,Home Improvement,30.0,256-32-1286,Cassandra Chapman,1981-09-15,Female,Single,Master's Degree,1054 Edward Circle Suite 060,East Tammy,Alabama,41618,(024)100-5296x8077,aprilbuchanan@williams.org,Salaried,Santana Group Corp.,24.9,20788.0,120687125,Zachary Vega,Friend,001-725-078-6018x3817
USLW-APP-20241020-653,2024-10-20,Mortgage,,Home Purchase,191.0,801-88-7521,Valerie Jones,1969-05-16,Male,,Master's Degree,057 Schneider Shores,South Shannonburgh,Rhode Island,61106,+1-280-091-7394x651,dmorris@yahoo.com,Salaried,Thompson-Curtis Corp.,24.9,5433.0,040073259,David Henry,Friend,001-982-046-0980
USLW-APP-20240726-235,2024-07-26,Personal,43725.0,Vacation,31.0,310-09-1916,Juan Kennedy,1949-11-06,Other,Divorced,Some College,902 Marissa Pike,Lisaside,Illinois,99454,(304)744-9343x08374,gellis@hanson-proctor.com,Salaried,"Larsen, Howard and Farmer Corp.",18.6,11080.0,064516514,Daniel Parker,Sibling,550.988.7642x881
USLW-APP-20241214-351,2024-12-14,Mortgage,536962.0,Home Purchase,265.0,854-43-3270,Chelsea Smith,1998-03-01,Other,Widowed,High School Diploma,964 Michael Junctions,Shellyhaven,Kansas,86184,(358)8194029x045,zmendez@gmail.com,Self-Employed,Manning and Sons LLC,7.5,,123932518,Sherri Malone,Friend,349.173.3611x3204
USLW-APP-20240920-820,,Personal,30018.0,Education,57.0,849-96-0462,Michele Jones,2006-03-09,Female,Married,Bachelor's Degree,652 Jamie Field,Edwardtown,Nevada,,673-560-0986,twalter@gmail.com,Salaried,Jackson-White Corp.,17.6,,102161274,Samuel Walker,Parent,(835)401-7679x691
USLW-APP-20240417-274,2024-04-17,Small Business,241109.0,Inventory,47.0,,Ann Austin,1982-10-08,Male,Married,Bachelor's Degree,5415 Amy Highway,Jacksontown,Iowa,58395,(958)574-7456,jenniferlopez@gmail.com,Salaried,"Gardner, Williamson and Wilkerson Corp.",21.9,23275.0,011007076,Jennifer Washington,Sibling,001-314-652-6266x347
USLW-APP-20240528-635,2024-05-28,Personal,35481.0,Education,14.0,743-82-4679,Michael Singh,1987-05-02,Other,Divorced,Associate's Degree,41615 Lloyd Drives Apt. 969,Butlerland,Nevada,79493,001-590-721-4083,bbuckley@mejia.com,Salaried,"Cannon, Long and Taylor Corp.",2.0,29102.0,019149936,Tara Lawson,,001-572-499-3451
USLW-APP-20240404-396,2024-04-04,Mortgage,93201.0,Home Purchase,304.0,415-31-4642,Janet Browning,1974-08-18,Female,Single,High School Diploma,6311 Compton Islands Apt. 851,Youngberg,Iowa,26241,974.097.7968,lwhite@gmail.com,Salaried,Crawford PLC Corp.,8.2,3383.0,019668080,Jacob Thompson,Sibling,622.010.8570
USLW-APP-20240402-113,2024-04-02,Auto,61683.0,Used Car Purchase,70.0,149-78-0691,Katrina Acosta,1997-11-05,Other,Married,Doctorate,2322 Harris Light,Ashleybury,Colorado,54698,,ramosdavid@hernandez.info,Hourly,Mcbride-Craig Corp.,21.9,12221.0,036097663,Matthew Davis,Sibling,078.769.2188x661
USLW-APP-20240705-954,2024-07-05,Personal,33796.0,Debt Consolidation,29.0,480-27-3473,Christopher Ritter,1989-01-05,Female,Single,Doctorate,5753 Steven Circles,Franciscoton,Illinois,19776,592-355-6959,marywilliams@hotmail.com,Self-Employed,Martin-Jackson LLC,2.5,12430.0,040802640,William Merritt,Spouse,0182556155
USLW-APP-20241208-406,,Mortgage,695430.0,Refinance,207.0,852-82-5842,Adam Wells,1994-08-22,Other,Separated,Bachelor's Degree,06577 Gregory Harbors Suite 717,New Ricky,California,43403,3365028572,timothy31@murray.biz,Salaried,"Clark, Cruz and Rodriguez Corp.",19.0,9851.0,120502129,Carlos Mcmahon,Sibling,284.450.4352
USLW-APP-20240501-828,2024-05-01,,39993.0,Education,47.0,738-99-1541,Garrett Hall,1974-09-26,Male,Married,High School Diploma,53148 Amy Flats,New Tony,Kansas,88651,001-159-155-4594x42690,patricia41@freeman-bell.com,Unemployed,,0.0,0.0,085542033,Dustin Moyer DVM,Spouse,(622)181-9509
USLW-APP-20240710-114,2024-07-10,Personal,33788.0,Education,54.0,,Lisa Nguyen,1982-09-29,Male,Separated,,17891 Isaac Pine Suite 966,Lake John,Kansas,95949,001-081-381-0711x53772,jackcarlson@johnson-roberts.com,Unemployed,,0.0,0.0,044555650,James Wood,Friend,716.410.1490x1039
USLW-APP-20241016-630,2024-10-16,Small Business,336917.0,Expansion,32.0,053-99-5183,Kevin Acosta,1955-04-09,Female,Divorced,Doctorate,90687 Rebecca Lakes,Smithview,Virginia,,(618)665-5960x24003,stacy61@jackson-scott.com,Unemployed,,0.0,0.0,099923130,,Friend,(711)345-4839x48082
USLW-APP-20250114-468,2025-01-14,Personal,1441.0,Education,56.0,193-53-9215,Eric Robinson,1988-05-25,Male,Single,Bachelor's Degree,50545 Tiffany Row,Danielleview,Mississippi,44348,780.880.8486x06547,kimberly32@hotmail.com,Self-Employed,Torres Ltd LLC,12.2,22024.0,043036785,Amber Harris,Parent,799-563-3152x749
USLW-APP-20240613-850,2024-06-13,Personal,13967.0,Home Improvement,52.0,818-32-9872,,1980-10-29,Male,Single,Some College,759 Drew Field,Lopezville,Illinois,,(437)984-5351x2625,sharonjohnson@baker.com,Salaried,Macdonald LLC Corp.,20.1,6843.0,077385664,Kenneth Anderson,Sibling,001-087-764-5609
USLW-APP-20250111-736,2025-01-11,,374224.0,Refinance,280.0,229-89-3789,Jessica Pittman,1973-08-06,Male,Separated,Bachelor's Degree,0803 Harrison Spur,Lake Jennifer,Oklahoma,,942-355-7298x177,ipadilla@gmail.com,Salaried,,15.7,20413.0,123343482,Judy Martin,Parent,
USLW-APP-20240717-785,2024-07-17,Small Business,69041.0,Equipment Purchase,53.0,844-56-0976,,1991-05-11,Other,Married,Bachelor's Degree,40749 Garza Lakes Suite 593,New Robinshire,South Carolina,66477,(803)056-2003x36144,andrea68@hotmail.com,Self-Employed,"Rodriguez, Lewis and Gray LLC",7.2,20075.0,097693307,,Sibling,787-918-0391x421
USLW-APP-20241106-936,2024-11-06,Mortgage,682115.0,Refinance,196.0,245-01-6186,Matthew Payne,1999-05-09,Other,Divorced,Master's Degree,140 Patricia Landing Suite 721,Bentonmouth,Nebraska,26044,169-154-6900,lcox@barajas.com,Salaried,"Peterson, Bush and Reed Corp.",8.4,9244.0,086743161,Stephen Collins,Spouse,147.967.2351x7561
USLW-APP-20240828-489,2024-08-28,Mortgage,337236.0,Refinance,249.0,812-95-5597,Anna Shaffer,1956-03-02,Other,Widowed,Associate's Degree,628 Lawrence Stravenue Suite 549,South Denise,Illinois,29751,+1-451-517-7593x300,danielcastillo@johnson-brooks.net,Salaried,"Boyd, Hutchinson and Burch Corp.",26.0,27994.0,026611703,Andrew Brennan,Friend,001-874-388-7099
USLW-APP-20250215-961,2025-02-15,Small Business,360542.0,Inventory,48.0,682-73-9088,John Cruz,1986-08-16,Other,Widowed,,84731 Chan Cliff,West Jaime,Nevada,53323,494-931-1369x5985,bethwright@gmail.com,Self-Employed,Benson and Sons LLC,3.2,10453.0,073197636,Kathleen Gilbert,Sibling,(414)768-7732x0048
USLW-APP-20240714-356,2024-07-14,Personal,30579.0,Other,26.0,857-01-0392,Joshua Bond,1985-08-29,Other,Single,Associate's Degree,22385 Eric Trace Apt. 013,New Laura,Nebraska,34167,115-569-7267x0545,ifisher@morris.com,Self-Employed,Sullivan-Johnson LLC,6.4,14078.0,028568171,Cameron Sanders DDS,Friend,(854)049-9402x73134
USLW-APP-20241224-138,2024-12-24,Small Business,305075.0,,69.0,248-09-5928,Stephanie Baker,1995-08-06,Male,Divorced,Doctorate,17233 Mata Rapid Suite 590,Keyland,South Carolina,58895,758-583-1608x9027,lisapark@price.com,Self-Employed,"Newman, Gallagher and Lynch LLC",14.4,3191.0,069526978,Joseph Singh,Friend,884.982.8945x6526
,2024-09-17,Auto,59075.0,Used Car Purchase,66.0,571-27-3120,Bryan Rodriguez,1984-12-26,Female,Widowed,High School Diploma,3772 Joan Viaduct Suite 658,West Samuel,Louisiana,70312,+12513454183,frank87@singleton-cox.net,Salaried,"Ross, Stafford and Wolf Corp.",25.4,18532.0,117955006,John Rice,Friend,9576784381
USLW-APP-20240721-585,,Small Business,139595.0,Equipment Purchase,77.0,284-97-7286,Patricia Holland,1999-10-03,Male,Single,Associate's Degree,478 Pedro Forges,Nguyentown,Oklahoma,17720,383-025-7593x547,meyerkyle@yahoo.com,Self-Employed,Russo-Carpenter LLC,10.8,20268.0,114656845,Blake Brown,Parent,+1-242-453-2446x16513
USLW-APP-20240910-706,2024-09-10,Personal,34308.0,Other,45.0,538-79-8909,Lucas Evans,1999-08-28,Other,Divorced,High School Diploma,630 Copeland Summit Apt. 616,South Sarah,Colorado,86588,641.596.8392,crystal95@clark-wong.com,Salaried,Holmes-Pierce Corp.,22.1,15048.0,041493621,Michael Pugh,Friend,396-611-4807
USLW-APP-20250123-874,2025-01-23,Personal,2470.0,Home Improvement,40.0,693-52-7454,Drew Guerra DVM,1960-04-22,Other,Single,Master's Degree,93860 Nicole Expressway,Port Timothyside,,29062,890.265.3713,kimberly15@hughes.com,Self-Employed,Navarro-Washington LLC,12.2,14070.0,022153731,Nicholas Lane,Spouse,001-220-203-1850
USLW-APP-20250101-547,2025-01-01,Small Business,345975.0,Working Capital,44.0,740-78-2863,Elizabeth Mendez,1984-07-11,Female,Widowed,High School Diploma,49845 Sean Mount,Casemouth,Colorado,41604,523-343-4639,scottbrittany@martinez.com,Salaried,"Lambert, Johnson and Woods Corp.",17.4,28258.0,061319743,Candice Obrien,Spouse,451.603.8468
USLW-APP-20240511-417,2024-05-11,Small Business,25365.0,Expansion,45.0,398-84-7320,,1998-03-15,Other,Single,High School Diploma,9557 Lutz Gardens,North Cindymouth,Wisconsin,05635,1169281230,dianareese@rangel-torres.biz,Hourly,Harris-Guzman Corp.,10.0,13729.0,038564000,Mallory Garrett,Friend,(635)646-8179x72341
USLW-APP-20240610-781,2024-06-10,Personal,15459.0,Debt Consolidation,30.0,861-45-6825,Alex Mills MD,1987-10-19,Other,Widowed,High School Diploma,922 Garcia Lane Suite 238,Carrmouth,Virginia,03424,+1-707-411-4872x2089,mooredanielle@mccann.info,Salaried,Aguilar PLC Corp.,10.3,16776.0,036120297,Jonathan Cole,Sibling,182.512.8774
USLW-APP-20240727-860,2024-07-27,Mortgage,388859.0,Home Purchase,294.0,,John Bailey,1984-01-17,,Married,High School Diploma,949 Jennifer Turnpike Suite 876,North Gabriella,Arkansas,,2884055805,lauren79@gmail.com,Self-Employed,"Mosley, Hawkins and Johnson LLC",6.2,9242.0,083106400,Elaine Gomez,Sibling,(282)654-8977
USLW-APP-20240605-419,2024-06-05,Small Business,377713.0,Startup Costs,84.0,669-46-5819,Jessica Hopkins,1955-11-23,Male,Single,Doctorate,74779 Victoria Freeway Apt. 725,Thomasbury,Alaska,98468,(211)378-2627x6109,wrussell@hotmail.com,Self-Employed,Mcclain Inc LLC,4.1,10532.0,041862249,Jeffrey Cooper,Friend,8259114954
USLW-APP-20240709-813,2024-07-09,Personal,34985.0,Home Improvement,12.0,781-28-5413,Kathleen Sanchez,1998-06-04,,Divorced,Master's Degree,16594 Friedman Prairie,Port Johnland,Rhode Island,17512,173-702-8811x80297,timothydavis@gmail.com,Retired,,0.0,0.0,103373485,Stacey Edwards,Friend,314-954-4412
USLW-APP-20240606-917,2024-06-06,Personal,20061.0,Vacation,38.0,899-99-1930,Lisa Martinez,1958-05-05,Other,Single,Master's Degree,94816 Thompson Prairie Apt. 651,Hansonville,Iowa,35410,134.856.0624,sherry66@smith.com,Salaried,"Simpson, Chandler and Lewis Corp.",12.5,16077.0,059910439,Michelle Harris,Parent,+1-984-604-4171x41110
USLW-APP-20240615-411,2024-06-15,Personal,,Debt Consolidation,20.0,493-94-2920,Raymond Mitchell,2006-05-14,Male,Separated,Bachelor's Degree,3367 Gregory Meadow Apt. 912,Morganside,Texas,17848,+1-935-104-8832x982,heatherlewis@hotmail.com,Self-Employed,"Parsons, Dawson and Bell LLC",13.3,4090.0,,Michael Cooper,Parent,6208740929
USLW-APP-20250310-115,2025-03-10,Small Business,365071.0,Working Capital,35.0,110-22-3695,Dr. Justin Clark Jr.,1951-08-26,Other,Widowed,High School Diploma,00601 Emily Gardens,Oliverburgh,Nebraska,77656,,brandon49@kelley.com,Self-Employed,Gomez Ltd LLC,13.0,17838.0,122444298,Kiara Butler,Friend,001-028-710-9518x4672
USLW-APP-20240908-503,,Mortgage,675941.0,Home Purchase,232.0,065-43-8375,Laura Bailey,1967-12-12,Female,Single,Master's Degree,2026 Ricky Fort Apt. 855,South Maryberg,Louisiana,30839,+17031276432,john68@paul.info,Salaried,"Burns, Collier and Green Corp.",,16333.0,124289244,David Booth,Friend,(425)018-8022
USLW-APP-20240508-368,2024-05-08,Auto,35657.0,New Car Purchase,52.0,715-86-4621,,2003-05-16,Male,Married,Some College,92726 Kimberly Skyway,Petersport,Illinois,37446,875-945-7339x3403,paulmyers@howe.net,Salaried,Sandoval and Sons Corp.,25.8,19147.0,058355532,Alicia Jones,Friend,592-185-5957x71405
USLW-APP-20240403-928,2024-04-03,Personal,32536.0,Debt Consolidation,22.0,045-92-0681,Charles Nicholson,1984-12-21,Other,Separated,High School Diploma,38820 Angela Circles,Collinsburgh,Oklahoma,18938,476.457.9345,robertharris@gmail.com,Self-Employed,Farrell-James LLC,16.4,23385.0,058538498,Gwendolyn Walters,Spouse,001-461-760-1833
USLW-APP-20241113-406,,Small Business,252189.0,Startup Costs,54.0,562-98-9914,Lori Ferguson,2005-10-10,Other,Widowed,Some College,9676 Paul Harbor Apt. 214,,Montana,66593,(196)947-1168x4292,andrewflowers@boyd.biz,Salaried,David-Brown Corp.,18.7,6616.0,086697149,Brenda Hunter,Parent,001-321-622-5301x44401
USLW-APP-20241124-169,2024-11-24,Personal,,Education,36.0,458-78-8947,Bobby Reed,1959-06-19,Other,Married,Master's Degree,5539 Gomez Mountains Apt. 592,Henryside,Wisconsin,,(020)239-3372,james93@yahoo.com,Salaried,Love-Charles Corp.,10.7,2636.0,083530791,Matthew Ross,,451.058.3262x82074
USLW-APP-20250113-142,2025-01-13,Personal,44515.0,Home Improvement,27.0,020-09-4069,Lori Saunders,1998-01-08,Other,Widowed,Associate's Degree,207 Carlson Mews,South Kevinland,Wisconsin,05361,378-904-0616,qnguyen@gmail.com,Salaried,Gonzalez-Phillips Corp.,13.9,,070765883,Erik Conrad,Spouse,9266217786
USLW-APP-20241001-568,2024-10-01,Mortgage,709798.0,Refinance,241.0,660-24-7016,Kristin Martin,1981-10-14,Male,,Master's Degree,4698 Alexander Cape,New Michaelburgh,Arkansas,79899,0010996261244x44466,jamesmccormick@gonzalez.info,Self-Employed,Blackwell Ltd LLC,16.4,3830.0,015957960,Zachary Smith,Spouse,059.152.3791
USLW-APP-20240928-615,2024-09-28,Personal,18683.0,Vacation,60.0,179-80-5040,Heidi Phillips,2007-02-17,Other,Separated,Bachelor's Degree,9872 Timothy Cove Apt. 015,Karenland,Connecticut,42479,(869)136-6215x910,nicole46@gmail.com,Salaried,Davis-Lam Corp.,17.7,26204.0,011162089,Howard Hansen,Parent,(027)957-9267x4354
USLW-APP-20241026-311,2024-10-26,Mortgage,931684.0,Refinance,272.0,333-41-9402,Ana Allen,1962-12-16,Female,Separated,Associate's Degree,5573 Jason Flats Suite 421,Toddfurt,Oregon,70651,903-891-5766x7199,pgonzales@mcdonald.org,Salaried,"Brooks, Hatfield and Valentine Corp.",28.2,27825.0,104543395,Jonathan Maxwell,Spouse,(466)668-5648
USLW-APP-20240526-742,2024-05-26,Personal,23001.0,Vacation,20.0,596-91-8827,Jorge Walker,1978-06-04,Female,Widowed,Master's Degree,285 Sabrina Landing Apt. 152,South Jenniferborough,Hawaii,20360,001-132-503-0778,mccluredonald@gmail.com,Salaried,Morrison Ltd Corp.,16.4,6352.0,115762424,Brandon Reed,Friend,619-728-2561x43209
USLW-APP-20240520-321,2024-05-20,Personal,5688.0,Other,54.0,785-84-4938,Rachel Vargas,1992-11-01,Female,,Master's Degree,,New Erin,Iowa,57733,166.391.7329,jennifer27@yahoo.com,Retired,,0.0,0.0,037152950,Ryan Gutierrez,Spouse,+1-804-181-3251x33482
USLW-APP-20250207-611,2025-02-07,Small Business,161965.0,Expansion,27.0,860-58-6415,Sherry Neal,1954-11-17,Female,Separated,Doctorate,3477 Andrew Grove Apt. 162,Port Dakota,Nebraska,76536,001-570-947-5011x697,philip07@zamora-rodriguez.com,Salaried,Dougherty-Huang Corp.,6.0,11990.0,122951833,Peter Russo,Parent,(497)558-5260
USLW-APP-20241023-240,2024-10-23,Personal,2429.0,Education,53.0,,Michael Le,2001-06-10,Other,Separated,Doctorate,08870 Kenneth Walk Suite 407,Marchaven,Wisconsin,71607,(122)934-1733x5564,gabrielpierce@russo.net,Self-Employed,Delgado Inc LLC,4.4,,023983890,Anna Cline,Parent,001-476-382-8403x93586
USLW-APP-20241004-590,2024-10-04,Mortgage,239832.0,Home Purchase,187.0,705-80-8218,Patricia Hess,1955-06-04,Other,Single,Doctorate,373 Julie Gateway Suite 613,Territon,West Virginia,47968,001-717-511-4829x6398,christopher43@hotmail.com,Salaried,"Davis, Pennington and Turner Corp.",22.4,20468.0,,Jessica Stewart,Spouse,+1-499-175-1820x99478
USLW-APP-20241109-993,2024-11-09,Small Business,444069.0,Working Capital,,233-91-7700,James Frederick,2002-12-15,Other,Divorced,Bachelor's Degree,9807 Murphy Extension,South Andreaborough,Illinois,52313,0010560990451x92854,johnsonstacey@gmail.com,Salaried,Atkins-Daniel Corp.,24.8,11061.0,063961694,Kelly Deleon,Spouse,0084083970
USLW-APP-20250122-487,2025-01-22,Mortgage,840799.0,Refinance,232.0,434-84-1485,Tamara Blackwell DDS,1954-10-01,Other,,Some College,40802 Latoya Mountain,Lake Lisamouth,Colorado,82056,524.285.2821x651,qking@gmail.com,Salaried,Bailey Group Corp.,29.4,28160.0,127491741,David Smith,Friend,2282511821
USLW-APP-20240916-207,2024-09-16,Personal,7980.0,Medical Expenses,36.0,875-86-9666,Jessica Gallegos,1989-04-30,Other,Separated,High School Diploma,0378 Lori Unions,North Jeremyfurt,Colorado,64873,+1-725-490-2024x04302,sharonpowell@black.com,Salaried,Hart Inc Corp.,19.5,27842.0,125525211,Jacob Young,Sibling,+1-217-914-1229x68361
USLW-APP-20240829-561,2024-08-29,Mortgage,310553.0,Home Purchase,344.0,,Kimberly Reed,1987-09-05,Female,Divorced,Doctorate,564 Larry Coves,Cannonmouth,Rhode Island,51845,001-905-899-5549x09035,rjones@evans.info,Hourly,Rosario-Gutierrez Corp.,14.6,8998.0,052887200,David Morris,Sibling,(232)863-8363x7721
